H_TENURE,GEREG,HEFAMINC,HH5TO18,HNUMFAM,H_NUMPER,H_YEAR,H_MONTH,HHINC,HWSVAL,HSEVAL,HEARNVAL,HFRVAL,HANNVAL,HCSPVAL,HDISVAL,HDIVVAL,HEDVAL,HFINVAL,HINTVAL,HOIVAL,HOTHVAL,HPAWVAL,HPENVAL,HRNTVAL,HSSIVAL,HSSVAL,HSURVAL,HUCVAL,HVETVAL,HWCVAL,HPROP_VAL
2,3,1,1,1,2,2020,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,0,0,0,0,0,0,0,0
1,3,11,1,1,3,2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000
2,3,6,0,1,1,2020,3,10,0,0,0,0,0,0,0,0,0,0,0,0,23460,0,0,0,10140,13320,0,0,0,0,0
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,16,1,1,3,2020,3,41,162700,0,162700,0,0,0,0,0,0,0,16000,0,16000,0,0,0,0,0,0,0,0,0,230000
1,3,14,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,11,0,1,2,2020,3,10,0,0,0,0,0,0,0,0,0,0,4050,0,23676,0,0,0,0,19626,0,0,0,0,0
1,3,12,2,1,3,2020,3,21,40000,0,40000,0,0,12000,0,0,0,0,405,0,12405,0,0,0,0,0,0,0,0,0,220000
1,3,13,1,1,4,2020,3,31,17000,60000,77000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000
1,3,16,0,1,3,2020,3,41,250000,0,250000,0,0,0,0,3,0,0,56,0,3274,0,0,0,0,1500,0,0,0,0,310000
1,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,8,2,2,6,2020,3,23,55000,0,55000,0,0,0,0,0,0,0,0,0,1600,0,0,0,0,1600,0,0,0,0,6000
1,3,13,0,1,2,2020,3,24,0,0,0,0,0,0,0,50,0,0,52,0,59857,0,24355,0,0,25400,10000,0,0,0,300000
1,3,4,0,1,1,2020,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,0,3300,0,0,0,0,50000
2,3,12,0,1,1,2020,3,13,30000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,14,2,1,3,2020,3,39,75000,0,75000,0,0,20900,0,0,0,0,1100,0,22000,0,0,0,0,0,0,0,0,0,350000
2,3,14,0,1,2,2020,3,41,104000,0,104000,0,0,0,0,0,0,0,700,0,700,0,0,0,0,0,0,0,0,0,0
1,3,15,0,1,2,2020,3,41,134000,0,134000,0,0,0,0,0,0,0,5020,0,5300,0,0,0,0,0,0,0,280,0,450000
2,3,11,2,2,5,2020,3,41,148501,0,148501,0,0,0,0,0,0,0,3012,0,8212,0,0,0,0,0,0,5200,0,0,0
2,3,-1,0,0,0,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
